id,cluster
368404,92
368405,81
368406,4
368407,-1
368408,21
368409,-1
368410,-1
368411,27
368412,75
368413,-1
368414,37
368415,37
368416,73
368417,65
368418,89
368419,-1
368420,-1
368421,-1
368422,-1
368423,-1
368424,-1
368425,58
368426,-1
368427,36
368428,-1
368429,-1
368430,80
368431,58
368432,67
368433,67
368434,-1
368435,94
368436,5
368437,58
368438,91
368439,58
368440,75
368441,65
368442,-1
368443,70
368444,15
368445,79
368446,17
368447,-1
368448,-1
368449,-1
368450,70
368451,88
368452,11
368453,74
368454,103
368455,86
368456,54
368457,-1
368458,27
368459,-1
368460,77
368461,77
368462,-1
368463,3
368464,3
368465,16
368466,17
368467,-1
368469,0
368470,2
368471,67
368472,83
368473,31
368474,-1
368475,-1
368476,-1
368477,15
368478,-1
368479,-1
368480,67
368481,9
368482,58
368483,45
368484,29
368485,89
368486,1
368487,63
368488,63
368489,-1
368490,31
368491,-1
368492,81
368493,75
368494,75
368495,-1
368496,73
368497,8
368498,81
368499,100
368500,58
368501,75
368502,74
368503,-1
368504,74
368505,28
368506,-1
368507,49
368508,28
368509,-1
368510,-1
368511,-1
368512,81
368513,-1
368514,88
368515,27
368516,67
368517,-1
368518,81
368519,-1
368520,69
368521,-1
368522,89
368523,86
368524,70
368525,70
368526,70
368527,67
368528,-1
368529,91
368530,-1
368531,45
368532,-1
368533,-1
368534,-1
368535,89
368536,100
368537,32
368538,-1
368539,-1
368540,99
368541,-1
368542,81
368543,-1
368544,-1
368545,-1
368546,-1
368547,-1
368548,62
368549,-1
368550,-1
368551,69
368552,42
368553,-1
368554,-1
368555,58
368556,75
368557,101
368558,-1
368559,89
368560,39
368561,38
368562,89
368563,57
368564,37
368565,37
368566,37
368567,37
368568,-1
368569,61
368570,55
368571,54
368572,-1
368573,103
368574,-1
368575,75
368576,102
368577,67
368578,39
368579,42
368580,32
368581,25
368582,75
368583,5
368584,-1
368585,58
368586,-1
368587,10
368588,75
368589,16
368590,16
368591,71
368592,-1
368593,86
368594,81
368595,-1
368596,58
368597,39
368598,67
368599,98
368600,98
368601,89
368602,58
368603,27
368604,10
368605,58
368606,24
368607,-1
368608,77
368609,-1
368610,48
368611,-1
368612,27
368613,63
368614,24
368615,10
368616,10
368617,24
368618,48
368619,24
368620,10
368621,10
368622,10
368623,-1
368624,3
368625,3
368626,3
368627,3
368628,3
368629,3
368630,3
368631,46
368632,27
368633,-1
368634,33
368635,25
368636,-1
368638,0
368639,2
368640,22
368641,-1
368642,32
368643,18
368644,94
368645,-1
368646,65
368647,-1
368648,33
368649,58
368650,-1
368651,-1
368652,43
368653,-1
368654,100
368655,-1
368656,55
368657,27
368658,-1
368659,-1
368660,54
368661,7
368662,82
368663,89
368664,73
368665,78
368666,53
368667,63
368668,15
368669,67
368670,27
368671,27
368672,24
368673,-1
368674,81
368675,81
368676,49
368677,-1
368678,10
368679,75
368680,-1
368681,-1
368682,-1
368683,84
368684,66
368685,-1
368686,-1
368687,91
368688,38
368689,88
368690,27
368691,75
368692,98
368693,74
368694,44
368695,75
368696,-1
368697,38
368698,38
368699,75
368700,60
368701,78
368702,27
368703,-1
368704,-1
368705,87
368706,17
368707,-1
368708,75
368709,58
368710,68
368711,75
368712,3
368713,3
368714,60
368715,3
368716,25
368717,25
368718,3
368719,3
368720,3
368721,3
368722,91
368723,91
368724,86
368725,-1
368726,98
368727,58
368728,28
368729,81
368730,3
368731,91
368732,25
368733,25
368734,-1
368735,-1
368736,-1
368737,37
368738,21
368739,74
368740,86
368741,63
368742,7
368743,-1
368744,45
368745,92
368746,20
368747,-1
368748,-1
368750,-1
368751,6
368752,-1
368753,48
368754,-1
368756,87
368757,81
368758,-1
368759,-1
368760,16
368761,5
368762,16
368763,-1
368764,13
368765,84
368766,75
368767,91
368768,-1
368769,75
368770,75
368771,51
368772,51
368773,51
368774,-1
368775,-1
368776,82
368777,81
368778,-1
368779,58
368780,73
368781,75
368782,103
368783,29
368784,12
368785,86
368786,58
368787,75
368788,18
368789,-1
368790,67
368791,69
368792,78
368793,-1
368795,0
368796,2
368797,-1
368798,79
368799,22
368800,22
368801,67
368802,64
368803,97
368804,-1
368805,67
368806,-1
368807,-1
368808,-1
368809,72
368810,-1
368811,89
368812,50
368813,50
368814,73
368815,-1
368816,-1
368817,65
368818,48
368819,43
368820,93
368821,98
368822,78
368823,75
368824,11
368825,103
368826,-1
368827,63
368828,-1
368829,15
368830,-1
368831,3
368832,3
368833,3
368834,-1
368835,3
368836,65
368837,70
368838,58
368839,75
368840,77
368841,58
368842,22
368843,-1
368844,22
368845,69
368846,22
368847,-1
368848,65
368849,67
368850,-1
368851,8
368852,14
368853,-1
368854,-1
368855,-1
368856,67
368857,15
368858,65
368859,67
368860,-1
368861,43
368862,78
368863,48
368864,89
368865,-1
368866,67
368867,52
368868,19
368869,27
368870,-1
368871,15
368872,-1
368873,9
368874,-1
368875,1
368876,58
368877,28
368878,54
368879,67
368880,-1
368881,43
368882,-1
368883,47
368884,26
368885,9
368886,-1
368887,18
368888,8
368889,89
368890,4
368891,76
368892,81
368893,27
368894,-1
368896,27
368897,67
368898,63
368899,58
368900,58
368901,-1
368902,65
368903,32
368904,-1
368905,58
368906,58
368907,-1
368908,-1
368909,-1
368910,-1
368912,0
368913,2
368914,77
368915,59
368916,27
368917,73
368918,69
368919,69
368920,98
368921,20
368922,74
368923,89
368924,-1
368925,74
368926,-1
368927,78
368928,-1
368929,45
368930,69
368931,-1
368932,22
368933,95
368934,50
368935,89
368936,20
368937,-1
368938,57
368939,79
368940,-1
368941,73
368942,-1
368943,22
368944,90
368945,47
368946,-1
368947,74
368948,58
368949,47
368950,17
368951,98
368952,77
368953,-1
368954,-1
368955,22
368956,22
368957,24
368958,88
368959,-1
368960,29
368961,80
368962,22
368963,22
368964,84
368965,78
368966,-1
368967,-1
368968,60
368969,-1
368970,22
368971,13
368972,-1
368973,8
368974,71
368975,96
368976,41
368977,-1
368978,78
368979,-1
368980,92
368981,58
368982,60
368983,-1
368984,-1
368985,58
368986,60
368987,60
368988,-1
368989,59
368990,18
368991,-1
368992,46
368993,1
368994,59
368995,-1
368996,76
368998,46
368999,-1
369000,22
369001,58
369002,-1
369003,27
369004,15
369005,15
369006,-1
369007,-1
369008,-1
369009,67
369010,37
369011,71
369012,102
369013,-1
369014,-1
369015,57
369017,-1
369018,-1
369019,-1
369020,5
369021,29
369022,48
369023,-1
369024,91
369025,58
369026,-1
369027,-1
369028,58
369029,26
369030,58
369031,33
369032,58
369033,69
369034,69
369035,69
369036,58
369037,58
369038,27
369039,103
369040,-1
369041,102
369042,98
369043,-1
369044,45
369045,58
369046,12
369047,-1
369048,12
369049,-1
369050,65
369051,88
369052,58
369053,12
369054,-1
369055,12
369056,48
369057,58
369058,12
369059,58
369060,48
369061,63
369062,58
369063,12
369064,12
369065,69
369066,-1
369067,-1
369069,3
369070,3
369071,65
369072,69
369073,66
369074,89
369075,-1
369077,0
369078,2
369079,77
369080,58
369081,63
369082,-1
369083,-1
369084,-1
369085,89
369086,89
369087,3
369088,-1
369089,58
369090,-1
369091,25
369092,25
369093,74
369094,89
369095,11
369096,57
369097,86
369098,15
369099,27
369100,-1
369101,92
369102,-1
369103,-1
369104,-1
369105,-1
369106,12
369107,-1
369108,-1
369109,89
369110,58
369111,59
369112,-1
369113,39
369114,38
369115,94
369116,-1
369117,-1
369118,-1
369119,24
369120,79
369121,101
369122,15
369123,28
369124,-1
369125,-1
369126,52
369127,89
369128,27
369129,96
369130,65
369131,89
369132,-1
369133,102
369134,102
369135,42
369136,51
369137,74
369138,77
369139,-1
369140,-1
369141,-1
369142,74
369143,-1
369144,-1
369145,-1
369146,58
369147,29
369148,101
369149,53
369150,69
369151,89
369152,76
369153,68
369154,15
369155,-1
369156,46
369157,67
369158,58
369159,28
369160,3
369161,3
369162,3
369163,3
369164,-1
369165,7
369166,3
369167,28
369168,-1
369169,-1
369170,27
369171,7
369172,-1
369173,18
369174,-1
369175,-1
369176,84
369177,67
369178,65
369179,37
369180,58
369181,37
369182,-1
369183,-1
369184,-1
369185,7
369186,24
369187,60
369188,-1
369189,46
369190,30
369191,96
369192,22
369193,-1
369194,78
369195,86
369196,22
369197,48
369198,-1
369199,-1
369200,22
369201,21
369202,37
369203,58
369204,84
369205,17
369206,58
369207,-1
369208,57
369209,5
369210,67
369211,63
369212,17
369213,58
369214,-1
369215,90
369216,15
369217,67
369218,-1
369219,27
369220,-1
369221,-1
369222,67
369223,-1
369224,-1
369225,103
369226,-1
369227,15
369228,67
369229,3
369230,-1
369231,-1
369232,22
369234,0
369235,2
369236,22
369237,67
369238,67
369239,-1
369240,15
369241,15
369242,87
369243,81
369244,-1
369245,85
369246,102
369247,100
369248,74
369249,48
369250,-1
369251,74
369252,74
369253,89
369254,78
369255,69
369256,41
369257,17
369258,9
369259,95
369260,8
369261,-1
369262,67
369263,-1
369264,-1
369265,8
369266,69
369267,-1
369268,-1
369269,22
369270,22
369271,41
369272,73
369273,17
369274,-1
369275,-1
369276,24
369277,100
369278,65
369279,-1
369280,-1
369281,-1
369282,68
369283,17
369284,65
369285,22
369286,58
369287,15
369288,22
369289,-1
369290,69
369291,74
369292,15
369293,62
369294,22
369295,-1
369296,74
369297,15
369298,27
369299,66
369300,38
369301,-1
369302,-1
369303,-1
369304,-1
369305,87
369306,91
369307,77
369308,-1
369309,58
369310,26
369311,58
369312,78
369313,65
369314,3
369315,-1
369316,27
369317,98
369318,3
369319,58
369320,67
369321,42
369322,-1
369323,-1
369324,83
369325,-1
369326,-1
369327,52
369328,-1
369329,-1
369330,58
369331,21
369332,58
369333,58
369334,-1
369335,58
369336,67
369337,58
369338,40
369339,-1
369340,58
369341,58
369342,58
369343,-1
369344,41
369345,12
369346,51
369347,42
369348,78
369349,58
369350,68
369351,26
369352,16
369353,16
369354,-1
369355,60
369356,91
369357,-1
369358,27
369359,58
369360,5
369361,35
369362,31
369363,12
369364,50
369365,58
369366,17
369367,27
369368,28
369369,58
369370,-1
369371,-1
369372,-1
369373,98
369374,17
369375,91
369376,91
369377,84
369378,83
369379,65
369380,58
369381,67
369382,-1
369383,1
369384,1
369385,1
369386,-1
369387,-1
369388,54
