id,cluster
368537,3
368538,9
368539,3
368540,0
368541,0
368542,9
368543,8
368544,8
368545,8
368546,8
368547,8
368548,0
368549,8
368550,3
368551,8
368552,9
368553,8
368554,1
368555,8
368556,9
368557,3
368558,0
368559,11
368560,7
368561,7
368562,11
368563,6
368564,7
368565,7
368566,7
368567,7
368568,8
368569,2
368570,0
368571,8
368572,8
368573,1
368574,8
368575,9
368576,0
368577,2
368578,5
368579,9
368580,3
368581,5
368582,9
368583,5
368584,8
368585,2
368586,3
368587,1
368588,9
368589,7
368590,3
368591,9
368592,8
368593,8
368594,8
368595,8
368596,2
368597,7
368598,2
368599,0
368600,0
368601,8
368602,2
368603,3
368604,1
368605,2
368606,1
368607,8
368608,11
368609,1
368610,8
368611,8
368612,3
368613,1
368614,8
368615,1
368616,8
368617,8
368618,8
368619,8
368620,1
368621,1
368622,8
368623,8
368624,9
368625,9
368626,8
368627,9
368628,9
368629,9
368630,9
368631,1
368632,3
368633,2
368634,3
368635,5
368636,7
368638,2
368639,8
368640,7
368641,6
368642,3
368643,1
368644,1
368645,9
368646,8
368647,8
368648,3
368649,2
368650,0
368651,10
368652,10
368653,8
368654,3
368655,11
368656,0
368657,3
368658,8
368659,0
368660,8
368661,8
368662,8
368663,11
368664,9
368665,8
368666,8
368667,6
368668,3
368669,2
368670,3
368671,3
368672,1
368673,8
368674,9
368675,9
368676,8
368677,8
368678,1
368679,9
368680,8
368681,8
368682,0
368683,0
368684,8
368685,3
368686,8
368687,9
368688,7
368689,11
368690,3
368691,9
368692,8
368693,0
368694,8
368695,9
368696,7
368697,7
368698,7
368699,9
368700,6
368701,8
368702,3
368703,8
368704,8
368705,9
368706,1
368707,8
368708,9
368709,8
368710,8
368711,9
368712,9
368713,9
368714,2
368715,9
368716,5
368717,5
368718,9
368719,9
368720,9
368721,9
368722,9
368723,9
368724,9
368725,11
368726,8
368727,2
368728,8
368729,9
368730,9
368731,9
368732,8
368733,5
368734,8
368735,7
368736,7
368737,7
368738,7
368739,0
368740,1
368741,8
368742,8
368743,6
368744,8
368745,9
368746,8
368747,8
368748,8
368750,3
368751,8
368752,7
368753,2
368754,7
368756,9
368757,8
368758,6
368759,8
368760,7
368761,5
368762,1
368763,1
368764,8
368765,0
368766,9
368767,9
368768,0
368769,9
368770,9
368771,8
368772,8
368773,8
368774,8
368775,8
368776,9
368777,9
368778,1
368779,2
368780,8
368781,9
368782,0
368783,8
368784,2
368785,8
368786,2
368787,9
368788,1
368789,11
368790,2
368791,1
368792,9
368793,7
368795,2
368796,8
368797,1
368798,3
368799,7
368800,7
368801,2
368802,0
368803,3
368804,0
368805,2
368806,8
368807,1
368808,1
368809,11
368810,1
368811,11
368812,8
368813,8
368814,8
368815,10
368816,8
368817,8
368818,8
368819,1
368820,5
368821,0
368822,8
368823,8
368824,3
368825,1
368826,8
368827,1
368828,8
368829,1
368830,8
368831,9
368832,9
368833,9
368834,8
368835,9
368836,8
368837,8
368838,2
368839,9
368840,11
368841,2
368842,7
368843,8
368844,7
368845,1
368846,7
368847,8
368848,8
368849,2
368850,8
368851,1
368852,2
368853,6
368854,8
368855,1
368856,4
368857,3
368858,8
368859,2
368860,2
368861,10
368862,8
368863,8
368864,11
368865,1
368866,2
368867,1
368868,8
368869,3
368870,2
368871,1
368872,11
368873,1
368874,1
368875,8
368876,1
368877,8
368878,1
368879,2
368880,3
368881,1
368882,10
368883,10
368884,3
368885,1
368886,3
368887,1
368888,1
368889,11
368890,8
368891,8
368892,1
368893,3
368894,7
368896,3
368897,2
368898,1
368899,2
368900,2
368901,8
368902,8
368903,3
368904,8
368905,8
368906,2
368907,1
368908,4
368909,2
368910,7
368912,2
368913,8
368914,11
368915,2
368916,3
368917,8
368918,1
368919,1
368920,3
368921,8
368922,0
368923,11
368924,9
368925,0
368926,0
368927,8
368928,8
368929,8
368930,1
368931,8
368932,7
368933,8
368934,8
368935,11
368936,8
368937,8
368938,8
368939,0
368940,8
368941,1
368942,0
368943,7
368944,0
368945,8
368946,8
368947,0
368948,6
368949,10
368950,1
368951,0
368952,11
368953,9
368954,8
368955,7
368956,7
368957,8
368958,11
368959,8
368960,8
368961,8
368962,7
368963,7
368964,0
368965,8
368966,9
368967,0
368968,6
368969,8
368970,7
368971,8
368972,8
368973,8
368974,9
368975,0
368976,8
368977,8
368978,1
368979,2
368980,9
368981,2
368982,6
368983,8
368984,8
368985,2
368986,2
368987,6
368988,6
368989,6
368990,8
368991,3
368992,1
368993,8
368994,6
368995,11
368996,8
368998,8
368999,0
369000,7
369001,2
369002,1
369003,3
369004,3
369005,1
369006,3
369007,8
369008,8
369009,2
369010,7
369011,9
369012,0
369013,1
369014,6
369015,6
369017,8
369018,9
369019,8
369020,5
369021,8
369022,8
369023,8
369024,9
369025,2
369026,6
369027,9
369028,2
369029,2
369030,6
369031,3
369032,6
369033,8
369034,8
369035,8
369036,6
369037,2
369038,3
369039,8
369040,8
369041,0
369042,0
369043,2
369044,8
369045,2
369046,2
369047,2
369048,2
369049,8
369050,8
369051,11
369052,2
369053,2
369054,2
369055,2
369056,8
369057,2
369058,2
369059,2
369060,8
369061,1
369062,2
369063,2
369064,8
369065,8
369066,8
369067,1
369069,9
369070,9
369071,8
369072,8
369073,2
369074,11
369075,7
369077,2
369078,8
369079,11
369080,2
369081,1
369082,10
369083,0
369084,8
369085,11
369086,11
369087,9
369088,0
369089,2
369090,0
369091,5
369092,5
369093,0
369094,11
369095,8
369096,6
369097,0
369098,1
369099,3
369100,8
369101,9
369102,1
369103,0
369104,9
369105,8
369106,2
369107,3
369108,8
369109,11
369110,2
369111,6
369112,1
369113,7
369114,7
369115,1
369116,2
369117,9
369118,8
369119,8
369120,8
369121,8
369122,1
369123,8
369124,3
369125,1
369126,1
369127,11
369128,3
369129,0
369130,8
369131,11
369132,9
369133,0
369134,0
369135,8
369136,8
369137,0
369138,11
369139,8
369140,0
369141,8
369142,0
369143,8
369144,8
369145,8
369146,4
369147,8
369148,0
369149,0
369150,8
369151,11
369152,8
369153,8
369154,2
369155,0
369156,1
369157,4
369158,0
369159,8
369160,9
369161,9
369162,9
369163,9
369164,8
369165,8
369166,9
369167,8
369168,8
369169,8
369170,3
369171,8
369172,9
369173,1
369174,8
369175,9
369176,9
369177,2
369178,8
369179,7
369180,4
369181,7
369182,3
369183,8
369184,3
369185,8
369186,5
369187,6
369188,3
369189,1
369190,3
369191,0
369192,7
369193,8
369194,8
369195,8
369196,7
369197,0
369198,6
369199,8
369200,7
369201,7
369202,7
369203,2
369204,0
369205,1
369206,2
369207,8
369208,6
369209,5
369210,2
369211,1
369212,1
369213,2
369214,8
369215,5
369216,3
369217,2
369218,5
369219,3
369220,8
369221,1
369222,2
369223,2
369224,8
369225,0
369226,8
369227,1
369228,6
369229,9
369230,8
369231,8
369232,7
369234,2
369235,8
369236,7
369237,6
369238,2
369239,3
369240,1
369241,4
369242,9
369243,8
369244,11
369245,11
369246,0
369247,0
369248,0
369249,0
369250,0
369251,0
369252,0
369253,11
369254,8
369255,1
369256,8
369257,1
369258,1
369259,9
369260,8
369261,2
369262,1
369263,8
369264,8
369265,8
369266,8
369267,8
369268,0
369269,7
369270,7
369271,8
369272,8
369273,1
369274,0
369275,8
369276,8
369277,8
369278,8
369279,1
369280,8
369281,1
369282,8
369283,1
369284,8
369285,7
369286,8
369287,8
369288,7
369289,8
369290,8
369291,0
369292,8
369293,0
369294,7
369295,8
369296,0
369297,2
369298,3
369299,2
369300,7
369301,9
369302,8
369303,0
369304,11
369305,9
369306,9
369307,11
369308,0
369309,1
369310,3
369311,2
369312,8
369313,8
369314,9
369315,8
369316,6
369317,9
369318,9
369319,6
369320,1
369321,9
369322,1
369323,0
369324,8
369325,8
369326,6
369327,8
369328,3
369329,6
369330,2
369331,7
369332,4
369333,2
369334,6
369335,2
369336,2
369337,2
369338,8
369339,8
369340,2
369341,2
369342,2
369343,8
369344,8
369345,2
369346,8
369347,9
369348,8
369349,4
369350,8
369351,3
369352,7
369353,3
369354,9
369355,6
369356,9
369357,3
369358,3
369359,4
369360,5
369361,8
369362,6
369363,2
369364,8
369365,4
369366,8
369367,3
369368,8
369369,2
369370,8
369371,8
369372,2
369373,0
369374,8
369375,9
369376,9
369377,8
369378,8
369379,8
369380,8
369381,2
369382,8
369383,8
369384,8
369385,8
369386,0
369387,8
369388,8
